,unres,resid,Country_ru,year_ru,vote_ru,Country_tr,year_tr,vote_tr,vote_rutr
4454,R/59/75,59047,RUS,2004,2,TUR,2004,1,Disagreed
4455,R/59/88,59048,RUS,2004,1,TUR,2004,1,Agreed
4456,R/59/91,59049,RUS,2004,1,TUR,2004,1,Agreed
4457,R/59/102,59050,RUS,2004,2,TUR,2004,3,Disagreed
4458,R/59/106,59051,RUS,2004,1,TUR,2004,1,Agreed
4459,R/59/109,59052,RUS,2004,1,TUR,2004,1,Agreed
4460,R/59/76,59053,RUS,2004,1,TUR,2004,1,Agreed
4461,R/59/70,59054,RUS,2004,1,TUR,2004,1,Agreed
4462,R/59/69,59055,RUS,2004,1,TUR,2004,2,Disagreed
4463,R/59/62,59056,RUS,2004,2,TUR,2004,3,Disagreed
4464,R/59/68,59057,RUS,2004,1,TUR,2004,1,Agreed
4465,R/59/67,59058,RUS,2004,1,TUR,2004,2,Disagreed
4466,R/59/65,59059,RUS,2004,1,TUR,2004,1,Agreed
4467,R/59/64,59060,RUS,2004,2,TUR,2004,2,Agreed
4468,R/59/85,59061,RUS,2004,2,TUR,2004,1,Disagreed
4469,R/59/30,59062,RUS,2004,1,TUR,2004,1,Agreed
4470,R/59/33,59063,RUS,2004,1,TUR,2004,1,Agreed
4471,R/59/32,59064,RUS,2004,1,TUR,2004,1,Agreed
4472,R/59/31,59065,RUS,2004,1,TUR,2004,1,Agreed
4473,R/59/29,59066,RUS,2004,2,TUR,2004,1,Disagreed
4474,R/59/28,59067,RUS,2004,2,TUR,2004,1,Disagreed
4475,R/59/24,59068,RUS,2004,1,TUR,2004,3,Disagreed
4476,R/59/18,59069,RUS,2004,1,TUR,2004,1,Agreed
4477,R/59/11,59070,RUS,2004,1,TUR,2004,1,Agreed
4478,R/59/6,59071,RUS,2004,1,TUR,2004,1,Agreed
4479,R/60/260,60001,RUS,2006,1,TUR,2006,3,Disagreed
4480,R/60/251,60002,RUS,2006,1,TUR,2006,1,Agreed
4481,R/60/231,60003,RUS,2005,1,TUR,2005,1,Agreed
4482,R/60/230,60004,RUS,2005,1,TUR,2005,1,Agreed
4483,R/60/229,60005,RUS,2005,2,TUR,2005,1,Disagreed
4484,R/60/226,60006,RUS,2005,1,TUR,2005,1,Agreed
4485,R/60/200,60007,RUS,2005,1,TUR,2005,8,Disagreed
4486,R/60/185,60008,RUS,2005,1,TUR,2005,2,Disagreed
4487,R/60/184,60009,RUS,2005,2,TUR,2005,2,Agreed
4488,R/60/183,60010,RUS,2005,1,TUR,2005,1,Agreed
4489,R/60/170,60011,RUS,2005,2,TUR,2005,1,Disagreed
4490,R/60/174,60012,RUS,2005,3,TUR,2005,1,Disagreed
4491,R/60/173,60013,RUS,2005,3,TUR,2005,1,Disagreed
4492,R/60/172,60014,RUS,2005,2,TUR,2005,8,Disagreed
4493,R/60/171,60015,RUS,2005,3,TUR,2005,8,Disagreed
4494,R/60/165,60016,RUS,2005,1,TUR,2005,1,Agreed
4495,R/60/164,60017,RUS,2005,1,TUR,2005,2,Disagreed
4496,R/60/163,60018,RUS,2005,1,TUR,2005,3,Disagreed
4497,R/60/162,60019,RUS,2005,1,TUR,2005,1,Agreed
4498,R/60/157,60020,RUS,2005,1,TUR,2005,1,Agreed
4499,R/60/155,60021,RUS,2005,1,TUR,2005,3,Disagreed
4500,R/60/152,60022,RUS,2005,1,TUR,2005,3,Disagreed
4501,R/60/150,60023,RUS,2005,1,TUR,2005,1,Agreed
4502,R/60/146,60024,RUS,2005,1,TUR,2005,1,Agreed
4503,R/60/144,60025,RUS,2005,1,TUR,2005,1,Agreed
4504,R/60/143,60026,RUS,2005,1,TUR,2005,2,Disagreed
4505,R/60/45,60027,RUS,2005,1,TUR,2005,1,Agreed
4506,R/60/46,60028,RUS,2005,1,TUR,2005,1,Agreed
4507,R/60/48,60029,RUS,2005,1,TUR,2005,2,Disagreed
4508,R/60/51,60030,RUS,2005,2,TUR,2005,3,Disagreed
4509,R/60/53,60031,RUS,2005,2,TUR,2005,2,Agreed
4510,R/60/54,60032,RUS,2005,1,TUR,2005,1,Agreed
4511,R/60/55,60033,RUS,2005,2,TUR,2005,1,Disagreed
4512,R/60/58,60034,RUS,2005,2,TUR,2005,1,Disagreed
4513,R/60/59,60035,RUS,2005,1,TUR,2005,2,Disagreed
4514,R/60/60,60036,RUS,2005,1,TUR,2005,1,Agreed
4515,R/60/61,60037,RUS,2005,1,TUR,2005,1,Agreed
4516,R/60/62,60038,RUS,2005,1,TUR,2005,1,Agreed
4517,R/60/65,60039,RUS,2005,8,TUR,2005,1,Disagreed
4518,R/60/66,60040,RUS,2005,1,TUR,2005,1,Agreed
4519,R/60/68,60041,RUS,2005,1,TUR,2005,1,Agreed
4520,R/60/70,60042,RUS,2005,2,TUR,2005,3,Disagreed
4521,R/60/72,60043,RUS,2005,3,TUR,2005,3,Agreed
4522,R/60/75,60044,RUS,2005,1,TUR,2005,1,Agreed
4523,R/60/76,60045,RUS,2005,3,TUR,2005,3,Agreed
4524,R/60/56,60046,RUS,2005,2,TUR,2005,1,Disagreed
4525,R/60/80,60047,RUS,2005,2,TUR,2005,1,Disagreed
4526,R/60/88,60048,RUS,2005,2,TUR,2005,3,Disagreed
4527,R/60/92,60049,RUS,2005,1,TUR,2005,1,Agreed
4528,R/60/95,60050,RUS,2005,1,TUR,2005,1,Agreed
4529,R/60/100,60051,RUS,2005,1,TUR,2005,1,Agreed
4530,R/60/101,60052,RUS,2005,1,TUR,2005,1,Agreed
4531,R/60/103,60053,RUS,2005,1,TUR,2005,1,Agreed
4532,R/60/104,60054,RUS,2005,2,TUR,2005,1,Disagreed
4533,R/60/105,60055,RUS,2005,1,TUR,2005,1,Agreed
4534,R/60/106,60056,RUS,2005,1,TUR,2005,1,Agreed
4535,R/60/107,60057,RUS,2005,1,TUR,2005,1,Agreed
4536,R/60/108,60058,RUS,2005,1,TUR,2005,1,Agreed
4537,R/60/110,60059,RUS,2005,1,TUR,2005,1,Agreed
4538,R/60/111,60060,RUS,2005,1,TUR,2005,1,Agreed
4539,R/60/112,60061,RUS,2005,2,TUR,2005,2,Agreed
4540,R/60/118,60062,RUS,2005,1,TUR,2005,1,Agreed
4541,R/60/119,60063,RUS,2005,1,TUR,2005,1,Agreed
4542,R/60/120,60064,RUS,2005,1,TUR,2005,2,Disagreed
4543,R/60/79,60065,RUS,2005,2,TUR,2005,3,Disagreed
4544,R/60/102,60066,RUS,2005,1,TUR,2005,1,Agreed
4545,R/60/41,60067,RUS,2005,1,TUR,2005,1,Agreed
4546,R/60/39,60068,RUS,2005,1,TUR,2005,1,Agreed
4547,R/60/38,60069,RUS,2005,1,TUR,2005,1,Agreed
4548,R/60/37,60070,RUS,2005,2,TUR,2005,1,Disagreed
4549,R/60/36,60071,RUS,2005,2,TUR,2005,1,Disagreed
4550,R/60/30,60072,RUS,2005,1,TUR,2005,3,Disagreed
4551,R/60/12,60073,RUS,2005,1,TUR,2005,1,Agreed
4552,R/60/6,60074,RUS,2005,1,TUR,2005,1,Agreed
4553,R/60/278,60075,RUS,2006,1,TUR,2006,1,Agreed
4554,R/61/8,61001,RUS,2006,1,TUR,2006,1,Agreed
4555,R/61/11,61002,RUS,2006,1,TUR,2006,1,Agreed
4556,R/61/27,61003,RUS,2006,1,TUR,2006,1,Agreed
4557,R/61/25,61004,RUS,2006,1,TUR,2006,1,Agreed
4558,R/61/26,61005,RUS,2006,1,TUR,2006,1,Agreed
4559,R/61/24,61006,RUS,2006,1,TUR,2006,1,Agreed
4560,R/61/23,61007,RUS,2006,2,TUR,2006,1,Disagreed
4561,R/61/22,61008,RUS,2006,2,TUR,2006,1,Disagreed
4562,R/61/47,61009,RUS,2006,1,TUR,2006,1,Agreed
4563,R/61/89,61010,RUS,2006,2,TUR,2006,1,Disagreed
4564,R/61/97,61011,RUS,2006,2,TUR,2006,3,Disagreed
4565,R/61/77,61012,RUS,2006,1,TUR,2006,1,Agreed
4566,R/61/78,61013,RUS,2006,2,TUR,2006,3,Disagreed
4567,R/61/88,61014,RUS,2006,1,TUR,2006,2,Disagreed
4568,R/61/85,61015,RUS,2006,2,TUR,2006,3,Disagreed
4569,R/61/84,61016,RUS,2006,2,TUR,2006,1,Disagreed
4570,R/61/82,61017,RUS,2006,1,TUR,2006,1,Agreed
4571,R/61/83,61018,RUS,2006,3,TUR,2006,3,Agreed
4572,R/61/75,61019,RUS,2006,1,TUR,2006,1,Agreed
4573,R/61/72,61020,RUS,2006,1,TUR,2006,1,Agreed
4574,R/61/74,61021,RUS,2006,1,TUR,2006,1,Agreed
4575,R/61/67,61022,RUS,2006,1,TUR,2006,2,Disagreed
4576,R/61/66,61023,RUS,2006,1,TUR,2006,1,Agreed
4577,R/61/70,61024,RUS,2006,1,TUR,2006,1,Agreed
4578,R/61/65,61025,RUS,2006,2,TUR,2006,1,Disagreed
4579,R/61/64,61026,RUS,2006,1,TUR,2006,1,Agreed
4580,R/61/63,61027,RUS,2006,1,TUR,2006,1,Agreed
4581,R/61/62,61028,RUS,2006,1,TUR,2006,2,Disagreed
4582,R/61/60,61029,RUS,2006,1,TUR,2006,1,Agreed
4583,R/61/59,61030,RUS,2006,1,TUR,2006,2,Disagreed
4584,R/61/58,61031,RUS,2006,1,TUR,2006,1,Agreed
4585,R/61/57,61032,RUS,2006,2,TUR,2006,2,Agreed
4586,R/61/55,61033,RUS,2006,2,TUR,2006,3,Disagreed
4587,R/61/54,61034,RUS,2006,1,TUR,2006,1,Agreed
4588,R/61/69,61035,RUS,2006,2,TUR,2006,1,Disagreed
4589,R/61/76,61036,RUS,2006,1,TUR,2006,1,Agreed
4590,R/61/104,61037,RUS,2006,1,TUR,2006,1,Agreed
4591,R/61/103,61038,RUS,2006,1,TUR,2006,1,Agreed
4592,R/61/116,61039,RUS,2006,2,TUR,2006,1,Disagreed
4593,R/61/128B,61040,RUS,2006,1,TUR,2006,1,Agreed
4594,R/61/128A,61041,RUS,2006,1,TUR,2006,1,Agreed
4595,R/61/114,61042,RUS,2006,1,TUR,2006,1,Agreed
4596,R/61/115,61043,RUS,2006,1,TUR,2006,1,Agreed
4597,R/61/135,61044,RUS,2006,1,TUR,2006,1,Agreed
4598,R/61/130,61045,RUS,2006,1,TUR,2006,1,Agreed
4599,R/61/129,61046,RUS,2006,1,TUR,2006,8,Disagreed
4600,R/61/128AB,61047,RUS,2006,1,TUR,2006,1,Agreed
4601,R/61/125,61048,RUS,2006,1,TUR,2006,8,Disagreed
4602,R/61/112,61049,RUS,2006,1,TUR,2006,1,Agreed
4603,R/61/113,61050,RUS,2006,1,TUR,2006,1,Agreed
4604,R/61/117,61051,RUS,2006,1,TUR,2006,1,Agreed
4605,R/61/118,61052,RUS,2006,1,TUR,2006,1,Agreed
4606,R/61/119,61053,RUS,2006,1,TUR,2006,1,Agreed
4607,R/61/120,61054,RUS,2006,1,TUR,2006,1,Agreed
4608,R/61/122,61055,RUS,2006,1,TUR,2006,1,Agreed
4609,R/61/123,61056,RUS,2006,1,TUR,2006,1,Agreed
4610,R/61/176,61057,RUS,2006,3,TUR,2006,8,Disagreed
4611,R/61/175,61058,RUS,2006,3,TUR,2006,1,Disagreed
4612,R/61/174,61059,RUS,2006,3,TUR,2006,1,Disagreed
4613,R/61/173,61060,RUS,2006,1,TUR,2006,1,Agreed
4614,R/61/170,61061,RUS,2006,1,TUR,2006,3,Disagreed
4615,R/61/169,61062,RUS,2006,1,TUR,2006,3,Disagreed
4616,R/61/166,61063,RUS,2006,1,TUR,2006,3,Disagreed
4617,R/61/164,61064,RUS,2006,1,TUR,2006,1,Agreed
4618,R/61/163,61065,RUS,2006,1,TUR,2006,1,Agreed
4619,R/61/162,61066,RUS,2006,1,TUR,2006,2,Disagreed
4620,R/61/160,61067,RUS,2006,1,TUR,2006,3,Disagreed
4621,R/61/159,61068,RUS,2006,1,TUR,2006,2,Disagreed
4622,R/61/156,61069,RUS,2006,1,TUR,2006,3,Disagreed
4623,R/61/154,61070,RUS,2006,1,TUR,2006,1,Agreed
4624,R/61/152,61071,RUS,2006,1,TUR,2006,1,Agreed
4625,R/61/151,61072,RUS,2006,1,TUR,2006,3,Disagreed
4626,R/61/149,61073,RUS,2006,1,TUR,2006,1,Agreed
4627,R/61/147,61074,RUS,2006,1,TUR,2006,2,Disagreed
4628,R/61/146,61075,RUS,2006,1,TUR,2006,1,Agreed
4629,R/61/222,61076,RUS,2006,1,TUR,2006,3,Disagreed
4630,R/61/201,61077,RUS,2006,1,TUR,2006,2,Disagreed
4631,R/61/194,61078,RUS,2006,1,TUR,2006,1,Agreed
4632,R/61/186,61079,RUS,2006,2,TUR,2006,2,Agreed
4633,R/61/184,61080,RUS,2006,1,TUR,2006,1,Agreed
4634,R/61/178,61081,RUS,2006,1,TUR,2006,1,Agreed
4635,R/61/250A,61082,RUS,2006,1,TUR,2006,1,Agreed
4636,R/61/232,61083,RUS,2006,3,TUR,2006,1,Disagreed
4637,R/61/231,61084,RUS,2006,2,TUR,2006,2,Agreed
4638,R/61/250B,61085,RUS,2007,1,TUR,2007,1,Agreed
4639,R/61/250C,61086,RUS,2007,1,TUR,2007,1,Agreed
4640,R/61/295,61087,RUS,2007,2,TUR,2007,1,Disagreed
4641,R/62/3,62001,RUS,2007,1,TUR,2007,1,Agreed
4642,R/62/19,62002,RUS,2007,2,TUR,2007,2,Agreed
4643,R/62/32,62003,RUS,2007,2,TUR,2007,3,Disagreed
4644,R/62/20,62004,RUS,2007,1,TUR,2007,1,Agreed
4645,R/62/41,62005,RUS,2007,2,TUR,2007,1,Disagreed
4646,R/62/39,62006,RUS,2007,3,TUR,2007,3,Agreed
4647,R/62/44,62007,RUS,2007,1,TUR,2007,1,Agreed
4648,R/62/42,62008,RUS,2007,2,TUR,2007,3,Disagreed
4649,R/62/47,62009,RUS,2007,1,TUR,2007,1,Agreed
4650,R/62/28,62010,RUS,2007,1,TUR,2007,1,Agreed
4651,R/62/43,62011,RUS,2007,1,TUR,2007,1,Agreed
4652,R/62/24,62012,RUS,2007,3,TUR,2007,3,Agreed
4653,R/62/25,62013,RUS,2007,2,TUR,2007,1,Disagreed
4654,R/62/14,62014,RUS,2007,1,TUR,2007,2,Disagreed
4655,R/62/35,62015,RUS,2007,2,TUR,2007,1,Disagreed
4656,R/62/27,62016,RUS,2007,1,TUR,2007,2,Disagreed
4657,R/62/17,62017,RUS,2007,1,TUR,2007,1,Agreed
4658,R/62/30,62018,RUS,2007,2,TUR,2007,2,Agreed
4659,R/62/31,62019,RUS,2007,1,TUR,2007,1,Agreed
4660,R/62/36,62020,RUS,2007,8,TUR,2007,2,Disagreed
4661,R/62/48,62021,RUS,2007,1,TUR,2007,1,Agreed
4662,R/62/29,62022,RUS,2007,1,TUR,2007,1,Agreed
4663,R/62/59,62023,RUS,2007,1,TUR,2007,1,Agreed
4664,R/62/51,62024,RUS,2007,2,TUR,2007,3,Disagreed
4665,R/62/56,62025,RUS,2007,1,TUR,2007,1,Agreed
4666,R/62/84,62026,RUS,2007,1,TUR,2007,1,Agreed
4667,R/62/80,62027,RUS,2007,2,TUR,2007,1,Disagreed
4668,R/62/81,62028,RUS,2007,2,TUR,2007,1,Disagreed
4669,R/62/83,62029,RUS,2007,1,TUR,2007,1,Agreed
4670,R/62/85,62030,RUS,2007,1,TUR,2007,1,Agreed
4671,R/62/82,62031,RUS,2007,1,TUR,2007,1,Agreed
4672,R/62/119,62032,RUS,2007,1,TUR,2007,1,Agreed
4673,R/62/120,62033,RUS,2007,1,TUR,2007,1,Agreed
4674,R/62/113,62034,RUS,2007,1,TUR,2007,1,Agreed
4675,R/62/112,62035,RUS,2007,1,TUR,2007,1,Agreed
4676,R/62/106,62036,RUS,2007,2,TUR,2007,1,Disagreed
4677,R/62/107,62037,RUS,2007,1,TUR,2007,1,Agreed
4678,R/62/103,62038,RUS,2007,1,TUR,2007,1,Agreed
4679,R/62/105,62039,RUS,2007,1,TUR,2007,1,Agreed
4680,R/62/114,62040,RUS,2007,2,TUR,2007,2,Agreed
4681,R/62/102,62041,RUS,2007,1,TUR,2007,1,Agreed
4682,R/62/108,62042,RUS,2007,1,TUR,2007,1,Agreed
4683,R/62/110,62043,RUS,2007,1,TUR,2007,1,Agreed
4684,R/62/104,62044,RUS,2007,1,TUR,2007,1,Agreed
4685,R/62/142,62045,RUS,2007,1,TUR,2007,1,Agreed
4686,R/62/143,62046,RUS,2007,1,TUR,2007,1,Agreed
4687,R/62/162,62047,RUS,2007,1,TUR,2007,3,Disagreed
4688,R/62/149,62048,RUS,2007,1,TUR,2007,1,Agreed
4689,R/62/163,62049,RUS,2007,1,TUR,2007,3,Disagreed
4690,R/62/154,62050,RUS,2007,1,TUR,2007,1,Agreed
4691,R/62/164,62051,RUS,2007,1,TUR,2007,1,Agreed
4692,R/62/151,62052,RUS,2007,1,TUR,2007,3,Disagreed
4693,R/62/150,62053,RUS,2007,1,TUR,2007,1,Agreed
4694,R/62/169,62054,RUS,2007,3,TUR,2007,1,Disagreed
4695,R/62/146,62055,RUS,2007,1,TUR,2007,1,Agreed
4696,R/62/145,62056,RUS,2007,1,TUR,2007,3,Disagreed
4697,R/62/161,62057,RUS,2007,1,TUR,2007,3,Disagreed
4698,R/62/166,62058,RUS,2007,1,TUR,2007,3,Disagreed
4699,R/62/141,62059,RUS,2007,1,TUR,2007,8,Disagreed
4700,R/62/167,62060,RUS,2007,3,TUR,2007,1,Disagreed
4701,R/62/168,62061,RUS,2007,3,TUR,2007,8,Disagreed
4702,R/62/184,62062,RUS,2007,2,TUR,2007,3,Disagreed
4703,R/62/183,62063,RUS,2007,1,TUR,2007,2,Disagreed
4704,R/62/181,62064,RUS,2007,1,TUR,2007,1,Agreed
4705,R/62/190,62065,RUS,2007,1,TUR,2007,1,Agreed
4706,R/62/188,62066,RUS,2007,1,TUR,2007,1,Agreed
4707,R/62/222,62067,RUS,2007,3,TUR,2007,1,Disagreed
4708,R/62/241,62068,RUS,2007,1,TUR,2007,1,Agreed
4709,R/62/236,62069,RUS,2007,1,TUR,2007,1,Agreed
4710,R/62/218,62070,RUS,2007,1,TUR,2007,1,Agreed
4711,R/62/215,62071,RUS,2007,1,TUR,2007,3,Disagreed
4712,R/62/220,62072,RUS,2007,1,TUR,2007,1,Agreed
4713,R/62/216,62073,RUS,2007,1,TUR,2007,1,Agreed
4714,R/62/219,62074,RUS,2007,1,TUR,2007,1,Agreed
4715,R/62/243,62075,RUS,2008,3,TUR,2008,1,Disagreed
4716,R/62/249,62076,RUS,2008,3,TUR,2008,2,Disagreed
4717,R/62/270,62077,RUS,2008,2,TUR,2008,2,Agreed
4718,R/63/3,63001,RUS,2008,1,TUR,2008,8,Disagreed
4719,R/63/7,63002,RUS,2008,1,TUR,2008,1,Agreed
4720,R/63/13,63003,RUS,2008,1,TUR,2008,8,Disagreed
4721,R/63/31,63004,RUS,2008,1,TUR,2008,1,Agreed
4722,R/63/30,63005,RUS,2008,1,TUR,2008,1,Agreed
4723,R/63/29,63006,RUS,2008,1,TUR,2008,1,Agreed
4724,R/63/28,63007,RUS,2008,1,TUR,2008,1,Agreed
4725,R/63/27,63008,RUS,2008,2,TUR,2008,1,Disagreed
4726,R/63/26,63009,RUS,2008,2,TUR,2008,1,Disagreed
4727,R/63/69,63010,RUS,2008,1,TUR,2008,1,Agreed
4728,R/63/72,63011,RUS,2008,1,TUR,2008,1,Agreed
4729,R/63/73,63012,RUS,2008,1,TUR,2008,1,Agreed
4730,R/63/53,63013,RUS,2008,1,TUR,2008,1,Agreed
4731,R/63/84,63014,RUS,2008,1,TUR,2008,1,Agreed
4732,R/63/87,63015,RUS,2008,1,TUR,2008,1,Agreed
4733,R/63/68,63016,RUS,2008,1,TUR,2008,1,Agreed
4734,R/63/65,63017,RUS,2008,2,TUR,2008,1,Disagreed
4735,R/63/64,63018,RUS,2008,1,TUR,2008,1,Agreed
4736,R/63/50,63019,RUS,2008,1,TUR,2008,2,Disagreed
4737,R/63/63,63020,RUS,2008,1,TUR,2008,2,Disagreed
4738,R/63/62,63021,RUS,2008,1,TUR,2008,1,Agreed
4739,R/63/59,63022,RUS,2008,2,TUR,2008,1,Disagreed
4740,R/63/58,63023,RUS,2008,2,TUR,2008,1,Disagreed
4741,R/63/54,63024,RUS,2008,2,TUR,2008,2,Agreed
4742,R/63/49,63025,RUS,2008,2,TUR,2008,3,Disagreed
4743,R/63/46,63026,RUS,2008,2,TUR,2008,3,Disagreed
4744,R/63/47,63027,RUS,2008,2,TUR,2008,3,Disagreed
4745,R/63/44,63028,RUS,2008,2,TUR,2008,1,Disagreed
4746,R/63/42,63029,RUS,2008,2,TUR,2008,1,Disagreed
4747,R/63/41,63030,RUS,2008,2,TUR,2008,2,Agreed
4748,R/63/40,63031,RUS,2008,1,TUR,2008,1,Agreed
4749,R/63/39,63032,RUS,2008,2,TUR,2008,2,Agreed
4750,R/63/37,63033,RUS,2008,1,TUR,2008,1,Agreed
4751,R/63/36,63034,RUS,2008,1,TUR,2008,1,Agreed
4752,R/63/75,63035,RUS,2008,2,TUR,2008,3,Disagreed
4753,R/63/91,63036,RUS,2008,1,TUR,2008,1,Agreed
4754,R/63/101,63037,RUS,2008,1,TUR,2008,1,Agreed
4755,R/63/110,63038,RUS,2008,1,TUR,2008,1,Agreed
4756,R/63/109,63039,RUS,2008,1,TUR,2008,1,Agreed
4757,R/63/103,63040,RUS,2008,2,TUR,2008,2,Agreed
4758,R/63/102,63041,RUS,2008,1,TUR,2008,1,Agreed
4759,R/63/111,63042,RUS,2008,1,TUR,2008,3,Disagreed
4760,R/63/99,63043,RUS,2008,1,TUR,2008,1,Agreed
4761,R/63/98,63044,RUS,2008,1,TUR,2008,1,Agreed
4762,R/63/92,63045,RUS,2008,1,TUR,2008,1,Agreed
4763,R/63/94,63046,RUS,2008,1,TUR,2008,1,Agreed
4764,R/63/95,63047,RUS,2008,2,TUR,2008,1,Disagreed
4765,R/63/93,63048,RUS,2008,1,TUR,2008,1,Agreed
4766,R/63/96,63049,RUS,2008,1,TUR,2008,1,Agreed
4767,R/63/97,63050,RUS,2008,1,TUR,2008,1,Agreed
4768,R/63/190,63051,RUS,2008,3,TUR,2008,1,Disagreed
4769,R/63/189,63052,RUS,2008,1,TUR,2008,3,Disagreed
4770,R/63/188,63053,RUS,2008,1,TUR,2008,2,Disagreed
4771,R/63/187,63054,RUS,2008,1,TUR,2008,1,Agreed
4772,R/63/182,63055,RUS,2008,2,TUR,2008,2,Agreed
4773,R/63/179,63056,RUS,2008,1,TUR,2008,3,Disagreed
4774,R/63/178,63057,RUS,2008,1,TUR,2008,1,Agreed
4775,R/63/191,63058,RUS,2008,3,TUR,2008,8,Disagreed
4776,R/63/168,63059,RUS,2008,1,TUR,2008,1,Agreed
4777,R/63/167,63060,RUS,2008,1,TUR,2008,3,Disagreed
4778,R/63/165,63061,RUS,2008,1,TUR,2008,1,Agreed
4779,R/63/164,63062,RUS,2008,1,TUR,2008,3,Disagreed
4780,R/63/162,63063,RUS,2008,1,TUR,2008,1,Agreed
4781,R/63/160,63064,RUS,2008,1,TUR,2008,1,Agreed
4782,R/63/176,63065,RUS,2008,1,TUR,2008,3,Disagreed
4783,R/63/171,63066,RUS,2008,1,TUR,2008,1,Agreed
4784,R/63/201,63067,RUS,2008,1,TUR,2008,1,Agreed
4785,R/63/211,63068,RUS,2008,1,TUR,2008,1,Agreed
4786,R/63/224,63069,RUS,2008,1,TUR,2008,2,Disagreed
4787,R/63/240,63070,RUS,2008,2,TUR,2008,1,Disagreed
4788,R/63/245,63071,RUS,2008,3,TUR,2008,1,Disagreed
4789,R/63/242,63072,RUS,2008,1,TUR,2008,1,Agreed
4790,R/63/241,63073,RUS,2008,1,TUR,2008,1,Agreed
4791,R/64/6,64001,RUS,2009,1,TUR,2009,1,Agreed
4792,R/64/10,64002,RUS,2009,2,TUR,2009,1,Disagreed
4793,R/64/16,64003,RUS,2009,2,TUR,2009,1,Disagreed
4794,R/64/17,64004,RUS,2009,2,TUR,2009,1,Disagreed
4795,R/64/18,64005,RUS,2009,1,TUR,2009,1,Agreed
4796,R/64/19,64006,RUS,2009,1,TUR,2009,1,Agreed
4797,R/64/20,64007,RUS,2009,1,TUR,2009,1,Agreed
4798,R/64/21,64008,RUS,2009,1,TUR,2009,1,Agreed
4799,R/64/23,64009,RUS,2009,1,TUR,2009,2,Disagreed
4800,R/64/28,64010,RUS,2009,1,TUR,2009,1,Agreed
4801,R/64/31,64011,RUS,2009,3,TUR,2009,8,Disagreed
4802,R/64/34,64012,RUS,2009,1,TUR,2009,2,Disagreed
4803,R/64/37,64013,RUS,2009,2,TUR,2009,3,Disagreed
4804,R/64/39,64014,RUS,2009,1,TUR,2009,1,Agreed
4805,R/64/42,64015,RUS,2009,2,TUR,2009,1,Disagreed
4806,R/64/44,64016,RUS,2009,1,TUR,2009,8,Disagreed
4807,R/64/47,64017,RUS,2009,1,TUR,2009,1,Agreed
4808,R/64/48,64018,RUS,2009,2,TUR,2009,1,Disagreed
4809,R/64/50,64019,RUS,2009,1,TUR,2009,1,Agreed
4810,R/64/52,64020,RUS,2009,2,TUR,2009,1,Disagreed
4811,R/64/53,64021,RUS,2009,2,TUR,2009,3,Disagreed
4812,R/64/54,64022,RUS,2009,1,TUR,2009,1,Agreed
4813,R/64/55,64023,RUS,2009,3,TUR,2009,3,Agreed
4814,R/64/56,64024,RUS,2009,2,TUR,2009,1,Disagreed
4815,R/64/57,64025,RUS,2009,1,TUR,2009,1,Agreed
4816,R/64/59,64026,RUS,2009,2,TUR,2009,3,Disagreed
4817,R/64/66,64027,RUS,2009,1,TUR,2009,1,Agreed
4818,R/64/69,64028,RUS,2009,1,TUR,2009,1,Agreed
4819,R/64/27,64029,RUS,2009,2,TUR,2009,2,Agreed
4820,R/64/71,64030,RUS,2009,1,TUR,2009,3,Disagreed
4821,R/64/89,64031,RUS,2009,1,TUR,2009,1,Agreed
4822,R/64/90,64032,RUS,2009,1,TUR,2009,1,Agreed
4823,R/64/91,64033,RUS,2009,2,TUR,2009,1,Disagreed
4824,R/64/93,64034,RUS,2009,1,TUR,2009,1,Agreed
4825,R/64/94,64035,RUS,2009,1,TUR,2009,1,Agreed
4826,R/64/98,64036,RUS,2009,1,TUR,2009,1,Agreed
4827,R/64/99,64037,RUS,2009,2,TUR,2009,2,Agreed
4828,R/64/105,64038,RUS,2009,1,TUR,2009,1,Agreed
4829,R/64/88,64039,RUS,2009,1,TUR,2009,1,Agreed
4830,R/64/106,64040,RUS,2009,1,TUR,2009,1,Agreed
4831,R/64/87,64041,RUS,2009,1,TUR,2009,1,Agreed
4832,R/64/92,64042,RUS,2009,1,TUR,2009,1,Agreed
4833,R/64/95,64043,RUS,2009,1,TUR,2009,1,Agreed
4834,R/64/97,64044,RUS,2009,1,TUR,2009,1,Agreed
4835,R/64/147,64045,RUS,2009,1,TUR,2009,1,Agreed
4836,R/64/160,64046,RUS,2009,1,TUR,2009,3,Disagreed
4837,R/64/170,64047,RUS,2009,1,TUR,2009,3,Disagreed
4838,R/64/172,64048,RUS,2009,1,TUR,2009,2,Disagreed
4839,R/64/173,64049,RUS,2009,1,TUR,2009,3,Disagreed
4840,R/64/174,64050,RUS,2009,1,TUR,2009,3,Disagreed
4841,R/64/175,64051,RUS,2009,3,TUR,2009,1,Disagreed
4842,R/64/176,64052,RUS,2009,3,TUR,2009,8,Disagreed
4843,R/64/148,64053,RUS,2009,1,TUR,2009,1,Agreed
4844,R/64/150,64054,RUS,2009,1,TUR,2009,1,Agreed
4845,R/64/151,64055,RUS,2009,1,TUR,2009,3,Disagreed
4846,R/64/152,64056,RUS,2009,1,TUR,2009,1,Agreed
4847,R/64/156,64057,RUS,2009,1,TUR,2009,1,Agreed
